variant,n,ret,sharpe,dd,win
D:profit_take,6,89.42290526215942,10.170602771506083,0.0,100.0
ABC+lenient_PT,52,271.8711552852623,1.202118431758701,-5.591956507705753,80.76923076923077
ABC+strict_PT,52,271.8711552852623,1.202118431758701,-5.591956507705753,80.76923076923077
A+B+C+D,52,271.8711552852623,1.202118431758701,-5.591956507705753,80.76923076923077
A+B+C [TEKUSCHEE],52,271.8711552852623,1.202118431758701,-5.591956507705753,80.76923076923077
C:model_flip,51,283.1066606159634,1.167514054470018,-5.591956507705764,80.3921568627451
B:max_hold,24,107.33585713607327,0.5685304611001808,-17.428986615488895,70.83333333333334
A+B,25,75.60305013207247,0.4019692516788515,-22.54900276154529,64.0
A:trail,10,432.30140582826226,0.35642190093900394,-27.89246523947363,50.0
